domain,keyword,company_url
www.rakuten.com,sap,rakuten.com/products/sap-security-configuration-and-deployment-the/09781597492843_upc
www.1001optical.com.au,sap,https://1001optometry.com.au/products/oakley-0oo9431-943109-6019-sunglasses?srsltid=AfmBOor4BdSaX9RlDsfweYwVBdfjC_JwzuJZdssec5WU7GKJtFYjRF5A
